Startup Name,Total Funding (M$),Number of Investors,Investor Reputation,Growth Rate (%),Revenue (M$),Market Size,Years Since Founded,Success Score,Industry_AgriTech,Industry_Autonomous Vehicles,Industry_Cybersecurity,Industry_EdTech,Industry_FinTech,Industry_GreenTech,Industry_Healthcare,Industry_Quantum Computing
NextFinanceAI,0.31528131735147835,-0.9174418135974918,1.5852813947197624,-0.5249070622467816,-1.7008567289763332,3,1.0606289130301445,41.31,False,False,False,False,True,False,False,False
AgriGrowthHub,-1.4267299759500482,-1.1554293138821847,-1.1841061054529407,-0.10589943574298008,0.21073409939685642,1,1.0606289130301445,0.63,False,False,False,False,True,False,False,False
GreenConnectTech,-0.16204985462049012,1.7004206895341316,-0.3782597426977688,-0.19254607455703773,0.35254754459017085,1,-0.9751271580449886,64.76,False,False,False,False,True,False,False,False
TechLabAI,-0.9484228091763259,0.9864581886800525,-0.4350094865537669,-0.7555336879458906,-1.4549787412670616,3,-0.9751271580449886,82.23,False,False,False,True,False,False,False,False
GreenFinanceSolutions,1.2936463921951487,-1.6314043144515709,-0.8095577960033539,-0.32919773875632286,-0.6768752338274853,3,-0.29654180101994426,78.69,False,False,False,False,False,True,False,False
AgriGrowthAI,-0.23009063508560493,-0.6794543133127987,0.030338413065416528,1.387354080933119,1.2775657002875689,1,0.212397216748839,89.99,False,False,False,False,False,False,False,False
TechSphereInc,0.8840771450306509,1.4624331892494387,0.26868733726060845,0.9174792734340004,-1.4403552924821394,3,1.5695679307989276,55.73,False,False,False,False,False,True,False,False
NeuroGrowthAnalytics,0.4388143736877322,0.5104831881106665,0.46541978262806805,-1.2107518500734773,1.4033953758787592,3,0.3820435560051001,40.5,False,True,False,False,False,False,False,False
FinConnectHub,-1.0199492853619896,-1.393416814166878,0.8021349295069894,-1.6758848017171009,-0.6612315444296616,3,0.8909825737738833,49.98,False,False,False,False,False,False,False,False
GreenFinanceInnovations,-0.5115257075627245,-0.20347931274341263,-1.4867714060182633,1.5632338253915055,-1.382541657751052,3,-0.1268954617636832,18.97,False,False,True,False,False,False,False,False
AgriEdgeSolutions,0.5362047121198688,1.7004206895341316,0.45028651759980187,-0.4016188100038935,1.512561121459224,3,1.0606289130301445,56.1,False,False,False,True,False,False,False,False
NextAIHub,0.2986894057216656,0.7484706883953595,0.27625396977474137,-0.6706113603520131,-0.7703972900101267,2,1.5695679307989276,44.67,False,False,False,False,False,False,False,True
FinFinanceVentures,-0.5217736529811383,0.03450818754128039,0.8134848782781892,-1.2060099942179816,0.9861169652020286,3,0.3820435560051001,6.08,False,True,False,False,False,False,False,False
FinSphereInc,-0.14810707173829446,-1.393416814166878,1.0367005374451146,0.45536386642569254,1.5948605308999484,3,-0.8054808187887276,9.68,False,False,False,False,False,False,True,False
InnoGrowthHub,-1.3587589093993444,0.5104831881106665,0.33678702988780596,0.7722060531338139,-0.099759127129513,3,0.04275087749257791,17.66,False,False,False,False,True,False,False,False
NextSphereAnalytics,-1.5132449437340725,-0.4414668130281057,-1.2068060029953398,-1.53449128166232,0.8334209534710975,2,-1.3144198365575108,17.41,False,False,False,False,False,False,False,False
HyperFinanceTech,0.8642783933379328,-0.6794543133127987,-1.6418873725579914,1.0502512373878798,-0.6088591929673826,2,-1.1447734973012498,21.94,False,False,False,False,False,True,False,False
InnoFinanceHub,1.443182738606697,0.27249568782597344,1.5474482321490965,1.276567085036538,-1.2220238013212095,3,0.5516898952613611,11.12,False,False,True,False,False,False,False,False
InnoGrowthVentures,0.8906999668996938,0.27249568782597344,0.46541978262806805,-0.7628620106316566,-0.3884872205806495,2,-0.29654180101994426,21.26,False,False,True,False,False,False,False,False
TechDataNetwork,0.6892964681663775,0.7484706883953595,0.6394523304531285,-0.20547840870838982,-0.17933789493583316,1,0.5516898952613611,7.36,False,True,False,False,False,False,False,False
TechFinanceTech,-1.7133238780935802,1.2244456889647455,-0.5258090767233639,0.8691985592689531,-1.0135546360849943,3,-0.6358344795324664,6.93,False,False,False,False,False,False,False,False
GreenDataTech,0.12461376143745286,-1.393416814166878,1.2901827266685724,0.7532386297118311,0.1386370960851473,3,1.5695679307989276,10.19,False,False,False,False,False,True,False,False
InnoAIInc,-0.04214192183360745,-0.20347931274341263,1.6609477198610927,1.5459907131897026,-0.37352369159142673,2,-0.46618814027620536,16.09,True,False,False,False,False,False,False,False
NeuroGrowthSystems,0.15528788377828318,-0.6794543133127987,-1.1992393704812068,-0.48697221540281604,1.4802535020506755,3,0.5516898952613611,43.27,False,False,False,False,False,True,False,False
GreenEdgeInnovations,-1.5216106134633898,1.4624331892494387,-0.9684570788001482,0.016957738694863028,-1.0009716685258752,2,-0.8054808187887276,83.62,False,False,True,False,False,False,False,False
NeuroEdgeInc,-0.6407055909662674,-0.4414668130281057,1.3393658380104374,1.1416397320574334,0.5389114965468524,1,-1.1447734973012498,76.38,False,False,False,False,False,False,False,False
AgriDataSystems,1.2068525687534808,-1.1554293138821847,0.6924187580520599,-0.19470146358226323,1.0704568558685557,3,-0.6358344795324664,52.94,False,False,False,False,False,False,True,False
GreenAIAI,-0.41106795689650477,0.03450818754128039,1.4679985907506996,-1.0969473095415807,-1.180193936192246,1,-0.46618814027620536,97.42,False,False,False,True,False,False,False,False
InnoHealthSolutions,-0.23999001093196395,0.5104831881106665,-0.5333757092374968,-1.5306115814169143,0.4865391450845731,1,1.3999215915426666,73.46,False,False,False,False,False,False,False,False
HyperDataSystems,-0.2256289445633024,-1.393416814166878,-1.3392220719926686,-0.05417009913757236,-1.5726464919550394,1,0.212397216748839,65.01,True,False,False,False,False,False,False,False
TechLabTech,-0.21782098614927278,0.7484706883953595,0.9269843659901851,1.5994443610152902,-0.5054748108600262,2,-1.4840661758137719,28.17,False,False,False,False,False,True,False,False
NeuroFinanceSystems,0.6821159349820465,1.4624331892494387,1.2901827266685724,0.5083864364462352,-0.5517257186448962,2,0.7213362345176223,13.67,False,True,False,False,False,False,False,False
GreenConnectSolutions,-1.0847832257641994,1.2244456889647455,0.8361847758205885,-1.0387518058604972,0.42056358545027367,2,-0.46618814027620536,45.16,False,False,False,False,True,False,False,False
HyperAITech,0.23399489314827784,-0.4414668130281057,-0.4917592304097651,1.670572198847726,0.5406118975683549,3,1.3999215915426666,78.3,False,False,True,False,False,False,False,False
InnoFinanceInnovations,1.140763777891873,1.2244456889647455,-1.1614062079105414,-1.4556040433390736,0.7412592181056584,1,1.5695679307989276,6.61,False,False,False,False,True,False,False,False
NeuroSphereInnovations,0.01572062712750465,-1.6314043144515709,0.42380330380033604,-0.882270562629139,-0.7023812491500239,1,-0.8054808187887276,42.75,False,False,False,False,False,True,False,False
GreenEdgeHub,1.530743415106886,0.9864581886800525,-1.5889209449590596,-1.2542907083830288,1.0085622586858625,1,1.5695679307989276,83.7,False,False,False,True,False,False,False,False
HyperAINetwork,-1.6316191704039136,-0.9174418135974918,1.0253505886739152,0.2962961563640639,0.4453894403642111,1,1.0606289130301445,47.36,False,False,False,True,False,False,False,False
NextHealthAI,0.2770780922542625,1.7004206895341316,-0.21179382738684152,0.998521900782472,-0.8370530100530275,2,-0.8054808187887276,45.38,False,False,False,False,True,False,False,False
FinFinanceNetwork,-1.5864445538655996,0.03450818754128039,1.0253505886739152,0.03075222845630507,-0.19566174474225798,2,-1.653712515070033,94.08,False,False,False,False,False,False,True,False
SmartFinanceTech,1.6125875506253746,0.9864581886800525,0.7453851856509917,-0.8758043955534632,0.16142246977328178,1,-1.1447734973012498,76.29,False,False,False,True,False,False,False,False
SmartDataHub,0.05706097837321485,-0.20347931274341263,0.4994696289416668,-1.0564259958673445,-0.8645995066013691,3,-1.4840661758137719,78.63,False,False,False,False,True,False,False,False
NextAINetwork,-0.8865168531793771,-1.1554293138821847,-1.2635557468513379,0.09368958799288435,1.2449180006747198,1,-1.3144198365575108,60.44,False,False,False,False,False,False,True,False
AgriSphereVentures,-0.2072244711588042,1.4624331892494387,0.3708368762014047,0.7631534192278677,1.1333716936641511,2,1.3999215915426666,43.76,False,False,True,False,False,False,False,False
NextAIInnovations,-1.086038076223597,0.9864581886800525,-1.4035384483627995,0.04799534065810754,1.542148099233369,2,0.7213362345176223,38.3,False,False,True,False,False,False,False,False
SmartConnectVentures,0.4443217729261996,0.03450818754128039,-0.9306239162294829,-0.514130117120655,1.0497119634062244,2,1.0606289130301445,6.47,False,False,False,False,False,False,True,False
QuantumAIVentures,-1.3671942930430727,-1.393416814166878,-0.049111228332980664,-0.36239072974479275,0.31819944395581873,2,-0.46618814027620536,5.84,True,False,False,False,False,False,False,False
NextConnectAnalytics,0.7576161042891363,1.2244456889647455,0.21572090966167676,0.23810065268298033,-0.5316609865911657,2,-1.4840661758137719,74.81,False,False,True,False,False,False,False,False
HyperGrowthSolutions,-0.13709227326135998,-0.20347931274341263,-1.100873147797477,0.1639552702152295,1.5384072169860632,1,0.8909825737738833,24.5,False,False,False,False,False,False,False,False
HyperHealthAnalytics,-1.4590772322367422,1.4624331892494387,-0.011278065762315128,1.023524413475086,-1.7144599371483535,1,-0.1268954617636832,91.21,False,False,False,True,False,False,False,False
NextAIAnalytics,-0.44494891930024033,-0.9174418135974918,-0.29881010129937163,0.5497699057305613,-0.34189623259147894,1,1.2302752522864056,70.34,False,True,False,False,False,False,False,False
FinAIAI,0.25386335875540644,-0.20347931274341263,-0.05667786084711357,1.488226287313664,1.1803027618576218,3,1.2302752522864056,92.75,False,True,False,False,False,False,False,False
QuantumSphereAI,-1.1068128227180687,0.9864581886800525,-1.123573045339876,-0.4964559271138074,-0.5513856384405957,1,1.0606289130301445,50.28,False,True,False,False,False,False,False,False
